what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1329788510015
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1329788510015
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1329788510015
started,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1329788510031
started,bundle,com.altera.systemconsole,11.1.0.259,"com.altera.systemconsole",1329788510031
started,bundle,com.altera.utilities,11.1.0.259,"com.altera.utilities",1329788510031
os,sysinfo,,,"win32",1329788510031
arch,sysinfo,,,"x86",1329788510031
ws,sysinfo,,,"win32",1329788510031
locale,sysinfo,,,"zh_CN",1329788510031
processors,sysinfo,,,"2",1329788510031
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1329788510031
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1329788510031
java.specification.name,sysinfo,,,"Java Platform API Specification",1329788510031
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329788510031
java.specification.version,sysinfo,,,"1.6",1329788510031
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1329788510031
java.version,sysinfo,,,"1.6.0_23",1329788510031
java.vm.info,sysinfo,,,"mixed mode",1329788510031
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1329788510031
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329788510031
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329788510031
java.vm.specification.version,sysinfo,,,"1.0",1329788510031
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1329788510031
java.vm.version,sysinfo,,,"19.0-b09",1329788510031
stopped,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1329788510812
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1329788510843
error,log,,,"Unhandled Exception",1329788510843
error,log,,,"Unable to execute early startup code for an extension",1329788510859
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1329788511046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788511281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788570468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788571203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788727734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788728703
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788763578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788764171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788861562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788862656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788868828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788883531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788884296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788886718
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329788887843
started,bundle,com.altera.sbtgui.core,11.1.0.259,"com.altera.sbtgui.core",1329788888015
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1329788888031
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1329788888078
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1329788888578
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1329788888609
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1329788888609
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329788890546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788890562
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1329788890640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788949312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788952765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788973843
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329788973859
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1329788975546
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1329788978343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788980343
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329788981390
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1329788981437
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1329788984281
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1329788984296
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1329788984390
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1329788984390
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329788985921
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1329788985921
